"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2003","2003","PC","Percentage","0","Units",,,80.8,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2004","2004","PC","Percentage","0","Units",,,82.7,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2005","2005","PC","Percentage","0","Units",,,82.1,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2006","2006","PC","Percentage","0","Units",,,78.5,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2007","2007","PC","Percentage","0","Units",,,78.3,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2008","2008","PC","Percentage","0","Units",,,82,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2009","2009","PC","Percentage","0","Units",,,79.5,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2010","2010","PC","Percentage","0","Units",,,78,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2011","2011","PC","Percentage","0","Units",,,80.8,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2012","2012","PC","Percentage","0","Units",,,82.1,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2013","2013","PC","Percentage","0","Units",,,80.9,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2014","2014","PC","Percentage","0","Units",,,82.7,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2015","2015","PC","Percentage","0","Units",,,78.4,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2016","2016","PC","Percentage","0","Units",,,77,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2017","2017","PC","Percentage","0","Units",,,76.9,,
"NOR","Norway","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2018","2018","PC","Percentage","0","Units",,,78.9,,
"HRV","Croatia","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2010","2010","PC","Percentage","0","Units",,,90.3,,
"HRV","Croatia","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2011","2011","PC","Percentage","0","Units",,,91,,
"HRV","Croatia","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2012","2012","PC","Percentage","0","Units",,,90.5,,
"HRV","Croatia","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2013","2013","PC","Percentage","0","Units",,,90.4,,
"HRV","Croatia","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2014","2014","PC","Percentage","0","Units",,,89.9,,
"HRV","Croatia","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2015","2015","PC","Percentage","0","Units",,,89.5,,
"HRV","Croatia","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2016","2016","PC","Percentage","0","Units",,,91.6,,
"HRV","Croatia","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2017","2017","PC","Percentage","0","Units",,,91,,
"HRV","Croatia","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2018","2018","PC","Percentage","0","Units",,,90.1,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1990","1990","PC","Percentage","0","Units",,,46.4,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1991","1991","PC","Percentage","0","Units",,,46.5,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1992","1992","PC","Percentage","0","Units",,,46.4,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1993","1993","PC","Percentage","0","Units",,,46.8,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1994","1994","PC","Percentage","0","Units",,,46.9,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1995","1995","PC","Percentage","0","Units",,,46.5,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1996","1996","PC","Percentage","0","Units",,,46.3,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1997","1997","PC","Percentage","0","Units",,,45.1,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1998","1998","PC","Percentage","0","Units",,,44.8,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1999","1999","PC","Percentage","0","Units",,,44.9,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2000","2000","PC","Percentage","0","Units",,,44.6,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2001","2001","PC","Percentage","0","Units",,,44.6,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2002","2002","PC","Percentage","0","Units",,,44.6,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2003","2003","PC","Percentage","0","Units",,,44.9,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2004","2004","PC","Percentage","0","Units",,,45.4,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2005","2005","PC","Percentage","0","Units",,,45.7,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2006","2006","PC","Percentage","0","Units",,,46.4,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2007","2007","PC","Percentage","0","Units",,,46.1,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2008","2008","PC","Percentage","0","Units",,,46.2,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2009","2009","PC","Percentage","0","Units",,,46.8,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2010","2010","PC","Percentage","0","Units",,,47.3,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2011","2011","PC","Percentage","0","Units",,,49,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2012","2012","PC","Percentage","0","Units",,,50.6,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2013","2013","PC","Percentage","0","Units",,,51.5,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2014","2014","PC","Percentage","0","Units",,,52.5,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2015","2015","PC","Percentage","0","Units",,,53.8,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2016","2016","PC","Percentage","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2017","2017","PC","Percentage","0","Units",,,54.2,,
"DNK","Denmark","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2018","2018","PC","Percentage","0","Units",,,54.2,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1991","1991","_1000","Per thousand","0","Units",,,9.2,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1992","1992","_1000","Per thousand","0","Units",,,9,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1993","1993","_1000","Per thousand","0","Units",,,9.1,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1994","1994","_1000","Per thousand","0","Units",,,8.9,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1995","1995","_1000","Per thousand","0","Units",,,8.9,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1996","1996","_1000","Per thousand","0","Units",,,8.8,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1997","1997","_1000","Per thousand","0","Units",,,8.9,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1998","1998","_1000","Per thousand","0","Units",,,8.3,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1999","1999","_1000","Per thousand","0","Units",,,8.6,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2000","2000","_1000","Per thousand","0","Units",,,8.2,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2001","2001","_1000","Per thousand","0","Units",,,8.2,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2002","2002","_1000","Per thousand","0","Units",,,8,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2003","2003","_1000","Per thousand","0","Units",,,7.7,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2004","2004","_1000","Per thousand","0","Units",,,7.8,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2005","2005","_1000","Per thousand","0","Units",,,7.6,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2006","2006","_1000","Per thousand","0","Units",,,7.5,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2007","2007","_1000","Per thousand","0","Units",,,7.3,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2008","2008","_1000","Per thousand","0","Units",,,7.1,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2009","2009","_1000","Per thousand","0","Units",,,6.8,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2010","2010","_1000","Per thousand","0","Units",,,6.8,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2011","2011","_1000","Per thousand","0","Units",,,6.8,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2012","2012","_1000","Per thousand","0","Units",,,6.8,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2013","2013","_1000","Per thousand","0","Units",,,6.8,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2014","2014","_1000","Per thousand","0","Units",,,6.9,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2015","2015","_1000","Per thousand","0","Units",,,6.9,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2016","2016","_1000","Per thousand","0","Units",,,7,,
"USA","United States","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2017","2017","_1000","Per thousand","0","Units",,,6.9,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2005","2005","PC","Percentage","0","Units",,,88.6,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2006","2006","PC","Percentage","0","Units",,,88.3,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2007","2007","PC","Percentage","0","Units",,,87,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2008","2008","PC","Percentage","0","Units",,,88.3,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2009","2009","PC","Percentage","0","Units",,,88,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2010","2010","PC","Percentage","0","Units",,,86.1,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2011","2011","PC","Percentage","0","Units",,,86.7,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2012","2012","PC","Percentage","0","Units",,,86.7,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2013","2013","PC","Percentage","0","Units",,,86,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2014","2014","PC","Percentage","0","Units",,,86.9,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2015","2015","PC","Percentage","0","Units",,,87.2,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2016","2016","PC","Percentage","0","Units",,,85.6,,
"SVK","Slovak Republic","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2017","2017","PC","Percentage","0","Units",,,85,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2004","2004","PC","Percentage","0","Units",,,83.4,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2005","2005","PC","Percentage","0","Units",,,82.7,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2006","2006","PC","Percentage","0","Units",,,80.6,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2007","2007","PC","Percentage","0","Units",,,81.8,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2008","2008","PC","Percentage","0","Units",,,82.7,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2009","2009","PC","Percentage","0","Units",,,81.3,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2010","2010","PC","Percentage","0","Units",,,79.2,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2011","2011","PC","Percentage","0","Units",,,80.6,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2012","2012","PC","Percentage","0","Units",,,78.5,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2013","2013","PC","Percentage","0","Units",,,80.2,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2014","2014","PC","Percentage","0","Units",,,79.1,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2015","2015","PC","Percentage","0","Units",,,80.5,,
"ISL","Iceland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2016","2016","PC","Percentage","0","Units",,,81.8,,
"CHE","Switzerland","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2007","2007","PC","Percentage","0","Units",,,10.6,,
"CHE","Switzerland","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2008","2008","PC","Percentage","0","Units",,,11.1,,
"CHE","Switzerland","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2009","2009","PC","Percentage","0","Units",,,10.2,,
"CHE","Switzerland","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2010","2010","PC","Percentage","0","Units",,,11.6,,
"CHE","Switzerland","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2011","2011","PC","Percentage","0","Units",,,11.2,,
"CHE","Switzerland","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2012","2012","PC","Percentage","0","Units",,,10.9,,
"CHE","Switzerland","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2013","2013","PC","Percentage","0","Units",,,10.8,,
"CHE","Switzerland","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2014","2014","PC","Percentage","0","Units",,,12.3,,
"CHE","Switzerland","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2015","2015","PC","Percentage","0","Units",,,12.1,,
"CHE","Switzerland","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2016","2016","PC","Percentage","0","Units",,,12.2,,
"CHE","Switzerland","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2017","2017","PC","Percentage","0","Units",,,7.1,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2003","2003","PC","Percentage","0","Units",,,2,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2004","2004","PC","Percentage","0","Units",,,2,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2005","2005","PC","Percentage","0","Units",,,1,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2006","2006","PC","Percentage","0","Units",,,0.6,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2007","2007","PC","Percentage","0","Units",,,1.9,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2008","2008","PC","Percentage","0","Units",,,2,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2009","2009","PC","Percentage","0","Units",,,0.6,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2010","2010","PC","Percentage","0","Units",,,0.5,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2011","2011","PC","Percentage","0","Units",,,0.3,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2012","2012","PC","Percentage","0","Units",,,0.3,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2013","2013","PC","Percentage","0","Units",,,0.3,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2014","2014","PC","Percentage","0","Units",,,0.1,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2015","2015","PC","Percentage","0","Units",,,0.4,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2016","2016","PC","Percentage","0","Units",,,0.8,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2017","2017","PC","Percentage","0","Units",,,0.3,,
"AUT","Austria","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2018","2018","PC","Percentage","0","Units",,,0.7,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1990","1990","PC","Percentage","0","Units",,,7.6,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1991","1991","PC","Percentage","0","Units",,,8.9,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1992","1992","PC","Percentage","0","Units",,,9.8,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1993","1993","PC","Percentage","0","Units",,,10.6,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1994","1994","PC","Percentage","0","Units",,,11.7,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1995","1995","PC","Percentage","0","Units",,,12.6,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1996","1996","PC","Percentage","0","Units",,,14,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1997","1997","PC","Percentage","0","Units",,,15.1,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1998","1998","PC","Percentage","0","Units",,,15.3,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1999","1999","PC","Percentage","0","Units",,,16.9,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2000","2000","PC","Percentage","0","Units",,,18.3,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2001","2001","PC","Percentage","0","Units",,,19.8,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2002","2002","PC","Percentage","0","Units",,,21.6,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2003","2003","PC","Percentage","0","Units",,,23.3,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2004","2004","PC","Percentage","0","Units",,,24.8,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2005","2005","PC","Percentage","0","Units",,,26,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2006","2006","PC","Percentage","0","Units",,,27.5,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2007","2007","PC","Percentage","0","Units",,,28.8,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2008","2008","PC","Percentage","0","Units",,,30.1,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2009","2009","PC","Percentage","0","Units",,,31.6,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2010","2010","PC","Percentage","0","Units",,,33,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2011","2011","PC","Percentage","0","Units",,,34,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2012","2012","PC","Percentage","0","Units",,,35.4,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2013","2013","PC","Percentage","0","Units",,,37,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2014","2014","PC","Percentage","0","Units",,,38.9,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2015","2015","PC","Percentage","0","Units",,,39.2,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2016","2016","PC","Percentage","0","Units",,,40.2,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2017","2017","PC","Percentage","0","Units",,,40.1,,
"SVK","Slovak Republic","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2018","2018","PC","Percentage","0","Units",,,40,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,2.9,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,2.8,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,2.8,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,2.7,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,2.6,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,2.6,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,2.5,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,2.5,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,2.4,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,2.4,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,2.3,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,2.2,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,2.2,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,2.1,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,2,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,2,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,1.9,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,1.9,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,1.8,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,1.8,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,1.8,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,1.8,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.8,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.8,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.8,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.8,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.7,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.7,,
"BRA","Brazil","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.7,,
"HRV","Croatia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2010","2010","PC","Percentage","0","Units",,,0.7,,
"HRV","Croatia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2011","2011","PC","Percentage","0","Units",,,0.8,,
"HRV","Croatia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2012","2012","PC","Percentage","0","Units",,,0.6,,
"HRV","Croatia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2013","2013","PC","Percentage","0","Units",,,0.3,,
